voiture,prix-dh,lieu,kilometrage,annee-pub,boite-vitesses,carburant,date,puissance-fiscale,vehicule-dedouane,description,lien,nombre-portes,premiere-main,importe-neuf,carrosserie,couleur,vehicule-garantie,voiture_personnalisee
CITROEN C5 aircross,275000,Casablanca,54000.0,2020,Automatique,Diesel,2024-02-03,8.0,"Le véhicule mis en vente est âgé de moins de 5 ans entretenu dans les réseaux constructeurs affiche
un kilométrage réel et dispose d’un historique de maintenance que tout acheteur peut consulter
une vente garantie et en toute transparence",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447969/citroen-c5-aircross-.html,n/d,2020.0,Non,n/d,n/d,n/d,Non,n/d
RENAULT Talisman,215000,Casablanca,89000.0,2020,Automatique,Diesel,2024-02-03,6.0,"Le véhicule mis en vente est âgé de moins de 5 ans entretenu dans les réseaux constructeurs affiche
un kilométrage réel et dispose d’un historique de maintenance que tout acheteur peut consulter
une vente garantie et en toute transparence",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447968/renault-talisman-.html,n/d,2020.0,Non,n/d,n/d,n/d,Non,n/d
VOLKSWAGEN Tiguan,269000,Casablanca,129000.0,2018,Automatique,Diesel,2024-02-03,8.0,"Le véhicule mis en vente est âgé de moins de 5 ans entretenu dans les réseaux constructeurs affiche
un kilométrage réel et dispose d’un historique de maintenance que tout acheteur peut consulter
une vente garantie et en toute transparence",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447967/volkswagen-tiguan-.html,n/d,2018.0,Non,n/d,n/d,n/d,Non,n/d
PEUGEOT 208,149000,Casablanca,74000.0,2021,Manuelle,Diesel,2024-02-03,6.0,"Le véhicule mis en vente est âgé de moins de 5 ans entretenu dans les réseaux constructeurs affiche
un kilométrage réel et dispose d’un historique de maintenance que tout acheteur peut consulter
une vente garantie et en toute transparence",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447966/peugeot-208-.html,Oui,2021.0,Non,n/d,n/d,5,Non,n/d
RENAULT Clio,145000,Casablanca,79000.0,2019,Automatique,Diesel,2024-02-03,6.0,"Le véhicule mis en vente est âgé de moins de 5 ans entretenu dans les réseaux constructeurs affiche
un kilométrage réel et dispose d’un historique de maintenance que tout acheteur peut consulter
une vente garantie et en toute transparence",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447965/renault-clio-.html,Oui,2019.0,Non,n/d,n/d,n/d,Non,n/d
DACIA Duster,165000,Casablanca,69000.0,2019,Manuelle,Diesel,2024-02-03,6.0,"Le véhicule mis en vente est âgé de moins de 5 ans entretenu dans les réseaux constructeurs affiche
un kilométrage réel et dispose d’un historique de maintenance que tout acheteur peut consulter
une vente garantie et en toute transparence",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447964/dacia-duster-.html,n/d,2019.0,Non,n/d,n/d,5,Non,n/d
RENAULT Megane 4,159000,Casablanca,129000.0,2019,Automatique,Diesel,2024-02-03,6.0,"Le véhicule mis en vente est âgé de moins de 5 ans entretenu dans les réseaux constructeurs affiche
un kilométrage réel et dispose d’un historique de maintenance que tout acheteur peut consulter
une vente garantie et en toute transparence",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447963/renault-megane-4-.html,Oui,2019.0,Non,n/d,n/d,n/d,Non,n/d
SKODA Octavia,199000,Casablanca,64000.0,2020,Automatique,Diesel,2024-02-03,8.0,"Le véhicule mis en vente est âgé de moins de 5 ans entretenu dans les réseaux constructeurs affiche
un kilométrage réel et dispose d’un historique de maintenance que tout acheteur peut consulter
une vente garantie et en toute transparence",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447962/skoda-octavia-.html,Oui,2020.0,Non,n/d,n/d,5,Non,n/d
PEUGEOT 308,169000,Casablanca,54000.0,2020,Manuelle,Diesel,2024-02-03,6.0,"Le véhicule mis en vente est âgé de moins de 5 ans entretenu dans les réseaux constructeurs affiche
un kilométrage réel et dispose d’un historique de maintenance que tout acheteur peut consulter
une vente garantie et en toute transparence",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447961/peugeot-308-.html,Oui,2020.0,Non,n/d,n/d,5,Non,n/d
VOLKSWAGEN Caddy,165000,Casablanca,109000.0,2019,Manuelle,Diesel,2024-02-03,8.0,"Le véhicule mis en vente est âgé de moins de 5 ans entretenu dans les réseaux constructeurs affiche
un kilométrage réel et dispose d’un historique de maintenance que tout acheteur peut consulter
une vente garantie et en toute transparence",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447960/volkswagen-caddy-.html,Oui,2019.0,Non,n/d,n/d,5,Non,n/d
PEUGEOT 208,148999,Casablanca,79000.0,2021,Manuelle,Diesel,2024-02-03,6.0,"Le véhicule mis en vente est âgé de moins de 5 ans entretenu dans les réseaux constructeurs affiche
un kilométrage réel et dispose d’un historique de maintenance que tout acheteur peut consulter
une vente garantie et en toute transparence",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447959/peugeot-208-.html,Oui,2021.0,Non,n/d,n/d,n/d,Non,n/d
MERCEDES Classe c,299000,Casablanca,94000.0,2019,Automatique,Diesel,2024-02-03,6.0,"Le véhicule mis en vente est âgé de moins de 5 ans entretenu dans les réseaux constructeurs affiche
un kilométrage réel et dispose d’un historique de maintenance que tout acheteur peut consulter
une vente garantie et en toute transparence",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447958/mercedes-classe-c-.html,Oui,2019.0,Non,n/d,n/d,n/d,Non,n/d
PEUGEOT 508,229000,Casablanca,79000.0,2019,Automatique,Diesel,2024-02-03,8.0,"Le véhicule mis en vente est âgé de moins de 5 ans entretenu dans les réseaux constructeurs affiche
un kilométrage réel et dispose d’un historique de maintenance que tout acheteur peut consulter
une vente garantie et en toute transparence",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447957/peugeot-508-.html,Oui,2019.0,Non,n/d,n/d,5,Non,n/d
VOLKSWAGEN Touareg,254999,Casablanca,139000.0,2018,Automatique,Diesel,2024-02-03,12.0,"Le véhicule mis en vente est âgé de moins de 5 ans entretenu dans les réseaux constructeurs affiche
un kilométrage réel et dispose d’un historique de maintenance que tout acheteur peut consulter
une vente garantie et en toute transparence",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447956/volkswagen-touareg-.html,n/d,2018.0,Non,n/d,n/d,n/d,Non,n/d
RENAULT Kadjar,174999,Casablanca,54000.0,2018,Manuelle,Diesel,2024-02-03,6.0,"Le véhicule mis en vente est âgé de moins de 5 ans entretenu dans les réseaux constructeurs affiche
un kilométrage réel et dispose d’un historique de maintenance que tout acheteur peut consulter
une vente garantie et en toute transparence",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447955/renault-kadjar-.html,Oui,2018.0,Non,n/d,n/d,n/d,Non,n/d
TOYOTA Corolla prestige 140,218999,Casablanca,14000.0,2022,Automatique,Diesel,2024-02-03,10.0,"Le véhicule mis en vente est âgé de moins de 5 ans entretenu dans les réseaux constructeurs affiche
un kilométrage réel et dispose d’un historique de maintenance que tout acheteur peut consulter
une vente garantie et en toute transparence",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447954/toyota-corolla-prestige-140-.html,n/d,2022.0,Non,n/d,n/d,n/d,Non,n/d
MERCEDES Classe c,295000,Casablanca,74000.0,2019,Automatique,Diesel,2024-02-03,6.0,"Le véhicule mis en vente est âgé de moins de 5 ans entretenu dans les réseaux constructeurs affiche
un kilométrage réel et dispose d’un historique de maintenance que tout acheteur peut consulter
une vente garantie et en toute transparence",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447953/mercedes-classe-c-.html,n/d,2019.0,Non,n/d,n/d,n/d,Non,n/d
VOLVO S90,339000,Casablanca,129000.0,2021,Automatique,Diesel,2024-02-03,8.0,"Le véhicule mis en vente est âgé de moins de 5 ans entretenu dans les réseaux constructeurs affiche
un kilométrage réel et dispose d’un historique de maintenance que tout acheteur peut consulter
une vente garantie et en toute transparence",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447952/volvo-s90-.html,Oui,2021.0,Non,n/d,n/d,n/d,Non,n/d
MERCEDES Glc,379000,Casablanca,99000.0,2019,Automatique,Diesel,2024-02-03,8.0,"Le véhicule mis en vente est âgé de moins de 5 ans entretenu dans les réseaux constructeurs affiche
un kilométrage réel et dispose d’un historique de maintenance que tout acheteur peut consulter
une vente garantie et en toute transparence",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447951/mercedes-glc-.html,Oui,2019.0,Non,n/d,n/d,n/d,Non,n/d
VOLKSWAGEN Caddy,159000,Casablanca,119000.0,2019,Manuelle,Diesel,2024-02-03,8.0,"Le véhicule mis en vente est âgé de moins de 5 ans entretenu dans les réseaux constructeurs affiche
un kilométrage réel et dispose d’un historique de maintenance que tout acheteur peut consulter
une vente garantie et en toute transparence",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447950/volkswagen-caddy-.html,n/d,2019.0,Non,n/d,n/d,n/d,Non,n/d
MERCEDES Classe c,369000,Casablanca,59000.0,2020,Automatique,Diesel,2024-02-03,8.0,"Le véhicule mis en vente est âgé de moins de 5 ans entretenu dans les réseaux constructeurs affiche
un kilométrage réel et dispose d’un historique de maintenance que tout acheteur peut consulter
une vente garantie et en toute transparence",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447949/mercedes-classe-c-.html,Oui,2020.0,Non,n/d,n/d,5,Non,n/d
RENAULT Kadjar,189000,Casablanca,129000.0,2019,Automatique,Diesel,2024-02-03,6.0,"Le véhicule mis en vente est âgé de moins de 5 ans entretenu dans les réseaux constructeurs affiche
un kilométrage réel et dispose d’un historique de maintenance que tout acheteur peut consulter
une vente garantie et en toute transparence",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447948/renault-kadjar-.html,n/d,2019.0,Non,n/d,n/d,n/d,Non,n/d
MERCEDES Classe e,369000,Casablanca,94000.0,2019,Automatique,Diesel,2024-02-03,8.0,"Le véhicule mis en vente est âgé de moins de 5 ans entretenu dans les réseaux constructeurs affiche
un kilométrage réel et dispose d’un historique de maintenance que tout acheteur peut consulter
une vente garantie et en toute transparence",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447947/mercedes-classe-e-.html,n/d,2019.0,Non,n/d,n/d,n/d,Non,n/d
MERCEDES Classe e coupe,529000,Casablanca,79000.0,2020,Automatique,Diesel,2024-02-03,8.0,"Le véhicule mis en vente est âgé de moins de 5 ans entretenu dans les réseaux constructeurs affiche
un kilométrage réel et dispose d’un historique de maintenance que tout acheteur peut consulter
une vente garantie et en toute transparence",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447946/mercedes-classe-e-coupe-.html,n/d,2020.0,Non,n/d,n/d,n/d,Non,n/d
RENAULT Clio,155000,Casablanca,74000.0,2021,Manuelle,Diesel,2024-02-03,6.0,"Le véhicule mis en vente est âgé de moins de 5 ans entretenu dans les réseaux constructeurs affiche
un kilométrage réel et dispose d’un historique de maintenance que tout acheteur peut consulter
une vente garantie et en toute transparence",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447945/renault-clio-.html,Oui,2021.0,Non,n/d,n/d,n/d,Non,n/d
NISSAN Juke,115000,Agadir,89000.0,2013,Manuelle,Diesel,2024-02-03,6.0,Nissan juke 2013 diesel toute option,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447824/nissan-juke-.html,n/d,2013.0,Non,n/d,n/d,5,Non,n/d
HYUNDAI Accent,165000,Agadir,74000.0,2022,Automatique,Diesel,2024-02-03,6.0,Hyundai accent tout option automatique 2022,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447823/hyundai-accent-.html,Oui,2022.0,Non,n/d,n/d,5,Non,n/d
SKODA Fabia,105000,Agadir,129000.0,2020,Manuelle,Essence,2024-02-03,6.0,"Skoda fabia
modèle 2020
km123000
essence
tout option",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447820/skoda-fabia-.html,Oui,2020.0,Non,n/d,n/d,5,Non,n/d
NISSAN Juke,130000,Agadir,149000.0,2014,Manuelle,Diesel,2024-02-03,6.0,"Nissan juke diesel 
modéle 2014
manuelle
toutes option
 149 000km",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447818/nissan-juke-.html,n/d,2014.0,Non,n/d,n/d,5,Non,n/d
HONDA Accord,98000,Agadir,299000.0,2010,Automatique,Diesel,2024-02-03,8.0,"Honda accord diesel
modéle 2010
automatique
8 chevaux
toute option",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447817/honda-accord-.html,n/d,2010.0,Non,n/d,n/d,5,Non,n/d
SKODA Rapid,114000,Agadir,249000.0,2013,Manuelle,Diesel,2024-02-03,6.0,"Skoda rapid diesel 
modéle 2013 dédouanée 2019
manuelle
6chevaux
toutes option",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447816/skoda-rapid-.html,Oui,2013.0,Non,n/d,n/d,5,Non,n/d
VOLKSWAGEN Passat cc,150000,Agadir,169000.0,2011,Automatique,Diesel,2024-02-03,8.0,"Passat cc
modèle 2011
km1650000
toute option
ww maroc
8cv
état excellent",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447814/volkswagen-passat-cc-.html,Oui,2011.0,Non,n/d,n/d,5,Non,n/d
VOLKSWAGEN Touareg,163000,Agadir,159000.0,2013,Automatique,Diesel,2024-02-03,11.0,"Volkswagen touareg pullman diesel
modéle 2013
158000km
11 chevaux
automatique
toutes option",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447812/volkswagen-touareg-.html,n/d,2013.0,Non,n/d,n/d,5,Non,n/d
RENAULT Clio,110000,Agadir,149000.0,2018,Manuelle,Diesel,2024-02-03,6.0,"Renault clio4 diesel

modéle 2018

manuelle

toutes option

6 chevaux",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447811/renault-clio-.html,Oui,2018.0,Non,n/d,n/d,5,Non,n/d
PEUGEOT 301,90000,Agadir,149000.0,2018,Manuelle,Essence,2024-02-03,6.0,"Peugeot 301 essence 
manuelle 
modéle fin 2018
6 chevaux",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447810/peugeot-301-.html,n/d,2018.0,Non,n/d,n/d,5,Non,n/d
VOLKSWAGEN Passat cc,150000,Agadir,179000.0,2011,Automatique,Diesel,2024-02-03,8.0,"Volkswagen passat cc diesel
modéle fin 2011
automatique
cuir
8 chevaux
tout option
limiteur de vitesse 
clim digitall",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447809/volkswagen-passat-cc-.html,Oui,2011.0,Non,n/d,n/d,5,Non,n/d
MERCEDES Glc,550000,Agadir,64000.0,2020,Automatique,Diesel,2024-02-03,9.0,"Mercedes-benz classe glc pack amg diesel
modéle fin 2020
9 chevaux
automatique
toutes option
60 000km",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447808/mercedes-glc-.html,Oui,2020.0,Non,n/d,n/d,5,Non,n/d
RENAULT Clio,113000,Agadir,139000.0,2019,Manuelle,Diesel,2024-02-03,6.0,"Renault clio4 diesel
modéle 2019
manuelle
toutes option
6 chevaux",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447807/renault-clio-.html,Oui,2019.0,Non,n/d,n/d,5,Non,n/d
HYUNDAI Accent,118000,Agadir,179000.0,2018,Manuelle,Diesel,2024-02-03,6.0,"Hyundai accent diesel 
modéle 2018
manuelle
toutes option
6 chevaux",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447806/hyundai-accent-.html,Oui,2018.0,Non,n/d,n/d,5,Non,n/d
PEUGEOT 2008,228000,Agadir,94000.0,2021,Automatique,Diesel,2024-02-03,6.0,"Peugeot 2008 diesel 
modéle 2021
automatique
6 chevaux
toutes option",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447805/peugeot-2008-.html,Oui,2021.0,Non,n/d,n/d,5,Non,n/d
RENAULT Clio,120000,Agadir,84000.0,2020,Manuelle,Diesel,2024-02-03,6.0,"Renault clio4 diesel
modéle 2020
manuelle
83000km
jantes aluminium
caméra de recule
6 chevaux
toutes option",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447803/renault-clio-.html,n/d,2020.0,Non,n/d,n/d,5,Non,n/d
VOLKSWAGEN Caddy,125000,Agadir,169000.0,2015,Manuelle,Diesel,2024-02-03,6.0,"Volkswagen caddy diesel
modéle  2015 
manuelle 
6 chevaux",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447802/volkswagen-caddy-.html,n/d,2015.0,Non,n/d,n/d,5,Non,n/d
RENAULT Megane 4,135000,Agadir,119000.0,2016,Automatique,Diesel,2024-02-03,6.0,"Renault megane 4 diesel
modéle 2016
6 chevaux
automatique
toutes option
kilométrage 112 000km",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447801/renault-megane-4-.html,n/d,2016.0,Non,n/d,n/d,5,Non,n/d
FORD Fiesta,113000,Agadir,139000.0,2014,Manuelle,Diesel,2024-02-03,6.0,"Ford fiesta titanium diesel
manuelle 
modéle 2014
manuelle
6 chevaux
130000km",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447800/ford-fiesta-.html,Oui,2014.0,Non,n/d,n/d,5,Non,n/d
VOLKSWAGEN Passat,138000,Agadir,149000.0,2012,Automatique,Diesel,2024-02-03,8.0,"Volkswagen passat diesel
modéle 2012
8chevaux
automatique
145000km",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447799/volkswagen-passat-.html,n/d,2012.0,Non,n/d,n/d,5,Non,n/d
HYUNDAI Accent,168000,Agadir,84000.0,2022,Automatique,Diesel,2024-02-03,6.0,"Hyundai accent diesel

modéle 2022

automatique

6 chevaux

toutes option",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447798/hyundai-accent-.html,Oui,2022.0,Non,n/d,n/d,5,Non,n/d
DACIA Duster,158000,Agadir,109000.0,2019,Manuelle,Diesel,2024-02-03,6.0,"Dacia duster diesel 
modéle 2019
manuelle
toutes option
6 chevaux",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447797/dacia-duster-.html,Oui,2019.0,Non,n/d,n/d,5,Non,n/d
OPEL Astra,120000,Agadir,199000.0,2014,Automatique,Diesel,2024-02-03,8.0,"Opel astra diesel

modéle 2014

automatique

toutes option

8 chevaux",https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/447796/opel-astra-.html,n/d,2014.0,Non,n/d,n/d,5,Non,n/d
DACIA Sandero stepway,113000,Casablanca,39000.0,2022,n/d,Essence,2024-02-03,0.0,dacia sandero 1.0I 73 Ambiance Gen.III Ph1,https://www.moteur.ma/fr/voiture/achat-voiture-occasion/detail-annonce/442372/dacia-sandero-stepway-.html,n/d,2022.0,Non,n/d,n/d,n/d,Non,n/d
